S.No,Title,Address,Category,Contact No,District,Area
1489,S.H RENT A CAR & TRANSPORT SERVICE,Shahrah-e-Usman, Car rental agency,0311 0286433,Central,Nazimabad
1490,Farooq e Azam Car Wash,Azad Nagar,Car wash,,East,Gulzar E Hijri
1491,S.S Autos,W46J+3V9, Tuning automobile,,East,Johar
1492,S.s tyre point,X435+5MV, Auto repair shop,  0306 2450871,East,Gulshan
1493,SA Autos,Unnamed Road, Car repair and maintenance,0315 6299903,East,Faisal Cantonment
1494,Saad rent a car,, Car rental agency, 0321 2675573,East,Johar
1495,Sabir Car Air Conditioner,X323+76F, Machine workshop, 0300 2152054,Central,Nazimabad
1496,Sabir Motorcycle Mechanic,"3+ years in business  Hunaid City, Rufi Lake Dr Rd", Mechanic,,East,Johar
1497,SAC - Speed Auto Care Detailing Center (Defence Branch),, Car detailing service,0322 3374000,East,Johar
1498,SAC Car Detailing,5+ years in business  Plot A-88, Car detailing service, 0301 7227221,East,Johar
1499,Sachal & co.,St. 1, Auto repair shop,,Central,Gulberg
1500,Faseeh Tyre Shop,Orangi Rd,   Wheel store,,Central,Nazimabad
1501,Sadiqabad Auto Workshop,"Service Road, Shop# 234, Baloch Colony, Opposite PAF Falcon Complex near", Mechanic, 0333 7412844,East,Johar
1502,Saeed Auto shop,W5W4+XXJ, Mechanic,,East,Johar
1503,Fatimah Autos & Lubricants,LS-4 Street 5,   Oil change service, 0300 9219704,East,Johar
1504,Saeed Autos motorcycle mechanic,"Plot FL, 6", Motorcycle repair shop, 0301 2932199,East,Gulshan
1505,Saeed Center,Hussainabad Road, Apartment complex,,East,Gulshan
1506,Faysal pancher wala,"D 12/1AC, Block, Plot, 5",   Tire shop,,Central,Nazimabad
1507,Saeen Rent A Car,Block A Rd, Car rental agency,      0337 3117294,East,Johar
1508,Saf Autos,3+ years in business  Mumtaz Square Block K, Motorcycle repair shop,0346 2045930,Central,Nazimabad
1509,Safdar Autos,3+ years in business  W4GQ+97C, Vehicle inspection, 0300 2619938,East,Johar
1510,Fayyaz Autos,Unnamed Road,   Car repair and maintenance,0334 7338671,East,Johar
1511,Sahara Tracking Services Pvt Ltd,"Office no 74/Z, Block 7/8, Ground Floor, Shaheed-e-Millat Service Road", Corporate office, (021) 36199980,,
1512,Saima Plaza,E38/2 Allama Shabbir Ahmed Usmani Rd,      Apartment building,,East,Gulshan
1513,Sajad VW Autos Workshop,"7+ years in business  Al Erum Estates, Shahjahan Ave", Car repair and maintenance, 0300 2245865,Central,Nazimabad
1514,Sajan & sons Car wash,Unnamed Road, Car wash,0334 3188285,East,Johar
1515,First Choice,R2PM+V56,   Car rental agency, 0316 2838202,East,Johar
1516,Sajid Tyre Shop,Karachi, Tire shop,,East,Johar
1517,Sajjad bhai Auto Parts (Rikshaw) Saeed Autos,Allama Shabbir Ahmed Usmani Rd, Auto parts store, 0345 6262749,East,Gulshan
1518,FIT Wanna auto nazimabad,5E 20/13,   Auto parts store,,Central,Nazimabad
1519,Salaam Takaful Limited,"6th Floor, Plot, Business Center, Shahrah-e-Faisal, Pakistan Employees Co-Operative Housing Society #19-1-A Block 6 PECHS, Karachi, Karachi City, Sindh 75400", Corporate office, (021) 111 875 111,East,P.E.C.H.S
1520,Saleem Autos,R 1270, Mechanic,,Central,Nazimabad
1521,FnY Autoland Workshop,"3+ years in business  White Houses, R-51,Pioneer phase 2,Scheme, 33", Auto repair shop,0336 0024271,East,Gulzar E Hijri
1522,FRC Karachi,Shop G-08 Billy's galleria shopping paradise,   Car rental agency, 0332 2205636,East,Johar
1523,Frenzy Auto Parts,Unnamed Road,   Auto parts store,0336 3595010,East,Faisal Cantonment
1524,Saleem Hydraulic Service Bike & Car Mechanic,Plot D 53, Hydraulic repair service, 0333 2126822,East,Faisal Cantonment
1525,Saleem Mechanic / Zeeshan Autos,"35+ years in business  Government Degree Girls Science And Commerce College Block 16 Rd, behind UBL Sports Complex, near Rizwan Park", Car repair and maintenance, 0300 2502066,East,Gulshan
1526,Saleem Tyres and Battery,SB 4, Tire shop,0300 2120991,East,Johar
1527,Saleem Workshop Honda Toyota,3+ years in business  W3CQ+HX8, Mechanic, 0300 7097831,East,Gulshan
1528,Sallo Car Wash,Unnamed Road ,Car wash, 0314 2966605,East,Gulshan
1529,Salman Auto Workshop,Service Rd, Auto electrical service, 0315 8871995,Central,Nazimabad
1530,Salman Autos,7+ years in business  Sb-13, Car repair and maintenance, 0300 9266142,East,Gulshan
1531,Salman Brothers Tyre shop,X356+67R, Business center,,East,Gulshan
1532,Sami Autos,3+ years in business  V3G5+6WQ, Car detailing service,0300 3868816,East,Johar
1533,Sana Bhai Auto Engineering,"Shop#4-1/2, Maymar Drive Apartments", Auto parts store,0343 8178361,East,Gulshan
1534,Sanden Motorsports,3+ years in business  B-27 Sardar Ali Sabri Rd, Mechanic, 0323 3255996,East,Gulshan
1535,Saqib Jamil Radiator Works,3+ years in business  1185 Rashid Minhas Rd, Radiator repair service, 0345 2260131,Central,Nazimabad
1536,Sardar Air Conditioning And refrigerator Repair Shop,3+ years in business  Johar Mor Rd Service Ln, Air conditioning repair service,      0313 2407196,East,Johar
1537,Sardar Enterprises,"PSO Petrol Pump, Check Post No.6،Malir Cantt", Tire shop, (021) 34900207,East,Johar
1538,Sardar tyre,Mohan Rd, Store, 0300 9241756,East,Johar
1539,Saree Tyre Shop,Rahat Commercial Lane 3, Tire shop,0345 2843389,Central,Nazimabad
1540,Sarhad Diesel Service,Bacha Khan Chowk Flyover, Diesel engine repair service,,Central,Nazimabad
1541,Sartaj Shell Petrol Pump and Car Wash,VXVQ+7VX  0345 6275531,Gas station,    ,East,Gulshan
1542,Sarwar Autos,"Block 13C, Gulshan-e-Iqbal, Block 13 C Gulshan-e-Iqbal, Karachi, Karachi City, Sindh 75300", Auto repair shop, 0300 9285639,East,Gulshan
1543,SAWARI Pick and Drop / Rent a Car service in Karachi Transport,"Nipa, Al Amin Towers, 606, University Rd", Transportation service, 0315 7000331,East,Johar
1544,Friend's rent a car,,   Car dealer,      0315 2337129,East,Gulshan
1545,Scrap tyre,Muhammadi Trade Tower, Used tire shop,      0334 3356626,East,Johar
1546,Scrubadub Detailing,MC 591, Car detailing service, 0324 8241938,East,Johar
1547,Select rent a car,"office no,04, Faraz Avenue Apartments", Car rental agency, 0300 8286195,East,Johar
1548,SENSHA PAKISTAN,A-33، near al-jadeed supermarket, Car detailing service,0333 2121589,East,Johar
1549,Serani Autos & Oil Changing Shop,A-1 Comforts, Oil change service, 0301 2961814,East,Gulshan
1550,Service Station,V3X9+6X2,Car wash,,East,Gulshan
1551,Services Station,X3RV+VXX,Car wash,,East,Gulshan
1552,Servis Shoes سروس شوُز,W45C+H6V, Shoe store,,East,Johar
1553,Shabbir Auto Workshop,"Shop N9. 8, Arafat Classic, Block 4", Auto body shop,0333 3200787,East,Johar
1554,FRIEND'S RENT A CAR 🚗,Afzal St,   Car rental agency, 0315 2337129,East,Johar
1555,Shabbir Mechanic,W448+2QV, Mechanic, 0311 1327375,East,Johar
1556,Shafai ustad Car Denter,V362+WJW, Mechanic,,East,Faisal Cantonment
1557,Shafat Ur Rahman Tire Shop,X38H+3QJ, Tire shop,  0315 8764258,East,Gulshan
1558,Shafay Rent a Car,R 50 F.B. Area, Car leasing service,      0333 2415000,Central,Nazimabad
1559,SHAFI TYRES,VX7P+5RV, Tire shop, 0301 5997775,Central,Nazimabad
1560,Shah Auto Mobiles,"Plot A 16, Aveque Trust Society, Block 11 Gulshan-e-Iqbal, Karachi, Karachi City, Sindh 75300", Auto repair shop, 0300 2137867,East,Gulshan
1561,Shah Jee CNG And Rafiq Ac Works,W455+V87, Mechanic, 0300 2137867,East,Gulshan
1562,Shah Jee Tyre,Old Korangi Rd, Tire shop, 0345 2799240,East,Johar
1563,FS Car Wash,near rao israr,   Car wash,0323 2376212,East,Johar
1564,Shah Motors & Rent A Car,"Decent Gardens, Shop num 24, main University Rd", Car rental agency,      0312 2972625,East,Johar
1565,Shah Tyre,V2FX+7G5, Tire shop,,East,Johar
1566,FS Car Wash,near rao israr ,Car wash, 0323 2376212,East,Gulzar E Hijri
1567,Shahcar Associates rent a car,, Car rental agency,      0332 2440297,East,Gulshan
1568,Shaheen Insurance Company Ltd,"M.R Kyani Rd, Civil Lines, Karachi, Karachi City, Sindh", Insurance company, (021) 32630370,South,Civil Lines
1569,Shahid Auto Mechanic,3+ years in business  43 Burhani Ave Rd, Car repair and maintenance,0300 2738078,East,Faisal Cantonment
1570,SHAHID AUTOS,"3+ years in business  Huma Arcade, Shop # 5, Block 17 Ziely",      Motorcycle repair shop, 0322 2484527,Central,Gulberg
1571,Shahid Bettery,D-101/1 N Service Rd, Car battery store,Open ⋅ Closes 6PM,Central,Nazimabad
1572,Shahid Brothers Wheel Alignment,5+ years in business  Jumani Square, Mechanic, 0321 2566470,Central,Nazimabad
1573,Shahid car A C,X36C+GW5, Auto repair shop,,Central,Nazimabad
1574,Shahid Car AC/CNG,5+ years in business  W473+6FM, Mechanic, 0321 2425772,East,Gulshan
1575,Shahid home rent a car,Lasi Goth Rd, Car rental agency,0313 2207970,East,Gulshan
1576,Shahjahan Autos,3+ years in business  Unnamed Road, Mechanic, 0300 9287746,Central,Nazimabad
1577,Shahjee (REGD),"40+ years in business  Next Shop Cullu Kabab, Opposite Suleman Centre، Dr Daud Pota Rd", Auto repair shop, 0311 1555095,East,Johar
1578,Shahnawaz Auto Workshop,5+ years in business  12th St N, Car repair and maintenance, 0323 2072460,Central,Nazimabad
1579,GA Tyre & Accessories,,   Tire shop, 0306 2910062,East,Johar
1580,Gabol Autos,A-12 Kiran Hospital Rd,      Motorcycle parts store,,East,Gulzar E Hijri
1581,Shaikh Moosa Rent A Car,"Shamim Skyline, Shop # 86", Car rental agency,,East,Gulshan
1582,Shakir autos," W35F+X5X, Block 13D-2 Block 13 D 2 Gulshan-e-Iqbal, Karachi, Karachi City, Sindh",Auto repair shop,,East,Gulshan
1583,Shakir Bike Mechanic,W4F3+CC7, Mechanic, 0305 7827489,East,Gulshan
1584,Shakir Tyres,Mohan Rd, Wholesaler,(021) 32766777,Central,Gulberg
1585,Shakoor Autos,W3PG+7JQ, Motorcycle parts store,,Central,Gulberg
1586,Shama Autos,"Office :06, Mara Appt, Gulshan-e-lqbal, near Abrar Masjid, Block 13D-1 Block 13 D 1 Gulshan-e-Iqbal, Karachi, Karachi City, Sindh",Auto repair shop,,East,Gulshan
1587,Shamim Tyre,Mohan Rd, Tire shop, (021) 32724374,East,Johar
1588,Shams Oil n Wash,3+ years in business  W45Q+92G, Car repair and maintenance,      0347 3668118,East,Johar
1589,Shamsi Oil Traders,Shop# A-5 Ahmed Market Block E Hyderi, Oil change service,,Central,Nazimabad
1590,Gas Master Car Service Station,Block 4 Metroville ,Car wash, 0300 2121213,East,Gulzar E Hijri
1591,Geo Car Detailing,"431-C Alama Iqbal Road, Off Tariq Rd",   Car detailing service, 0322 8606119,East,Johar
1592,Sharjah Car/bike Wash Services,3+ years in business  W4HQ+6GV, Car wash,,East,Johar
1593,Ghazi Tyre,Qazi Musarrat St,   Tuning automobile,0315 2494318,Central,Nazimabad
1594,Shehroze Motors,, Car rental agency, (021) 34620056,East,Johar
1595,Ghaziani autos,W384+MJC,   Mechanic,0321 9225445,Central,Gulberg
1596,Shell,118 National Stadium Rd,   Car wash,      (021) 34985887,East,Johar
1597,Shell Car Wash,"7+ years in business  N5, Malir",   Car wash,,East,Johar
1598,Shell Car Wash and Service,3+ years in business  St 1/1 Pehlwan Goth Rd, Car wash,,East,Johar
1599,Shell Helix Oil Change and car wash,13, Car wash,0300 8903613,East,Johar
1600,Ghulam Ali Auto Mechanic,W5P9+JCW,   Auto repair shop,,East,Johar
1601,Sher Bano Plaza,7+ years in business  Sher bano plaza block 14, Mechanic,0310 2226046,Central,Gulberg
1602,Sheraton Center (Car mechanic),"31, Block, Plot ST, 7", Electronics store, 0311 3230205,Central,Gulberg
1603,sheraz tyre house,Sohrab Goth Flyover, Tire shop, 0344 8105164,East,Gulshan
1604,Sheryar Cng Station,W34C+7C2, CNG fittment center,,East,Gulshan
1605,Shoukat Auto Mechanic,7+ years in business  V4JX+WVV, Auto repair shop,0331 3851321,East,Johar
1606,Shujaat Tyre & puncture Shop,"Sc 9 Jamia Millia Rd, near al shifa hospital", Repair service,  0321 1124322,East,Gulshan
1607,Shukat Tyre Shop,V3PH+JH7, Wheel store,,East,Gulshan
1608,Siddique Autos,3+ years in business  W35H+7P2, Car repair and maintenance,,East,Gulshan
1609,Sikandar Diesel Service,7+ years in business, Car repair and maintenance, 0300 2183921,Central,Nazimabad
1610,Sindh Autos And Spare Parts,W4FX+XVX, Mechanic, 0300 2153317,East,Johar
1611,Sindh Insurance Limited,"1ST FLOOR, Imperial Court, Dr Ziauddin Ahmed Rd, Civil Lines Kashmir Mujahid Colony, Karachi, Karachi City, Sindh 75530", Insurance company, (021) 35640715,South,Civil Lines
1612,Sindhu Car wash & Oil change,X43Q+F72, Car wash,0330 2632511,East,Johar
1613,SirCar - Car Wash Services,"opposite Pavilion End Club  In National Complex Apartments, B-2", Car wash,      0312 2771426,East,Johar
1614,Sirjee Car Excel,3+ years in business  W48J+C3G, Auto repair shop,0332 2001152,East,Johar
1615,Siyal A/C Coach Service And Rent A car,Ghazi Rd, Transportation service,      0302 2089099,East,Gulshan
1616,SK Auto Engineers,5+ years in business  75300 Rashid Minhas Rd, Auto repair shop, 0333 2158468,East,Gulshan
1617,SK Rent A Car,"Office No, 15-16, Mateen Shopping Galaxy, Plot# D9", Car rental agency,      0300 9225502,East,Johar
1618,Skillerz Automotive detailing studio,44 Shahrah-e-Faisal, Car wash, 0322 6134785,East,Johar
1619,Skillerz Private Limited,"ST-8/B, opp. Federal Urdu University", Car wash, 0311 1122332,East,Johar
1620,Sky Wheels,"Data Terrace, Shop#18, Shaheed-e-Millat Rd, opposite Ufone building", Tire shop, 0321 2690070,East,Johar
1621,SM Autos,W448+7XW, Mechanic,,East,Johar
1622,SM Autos and Lubricants 2,"5+ years in business  LS-4 Street 5, opposite grey skyline appartment،", Oil change service, 0312 9979962,East,Johar
1623,GM Auto Spare parts,Al Ameen Rd, Auto parts store,0336 0360878,East,Gulzar E Hijri
1624,Smartchoice.pk,"C, 3rd Floor, 104 Khayaban-e-Ittehad Road, D.H.A Phase II Extension Karachi, 75500", Insurance agency, (021) 111 212 212,South,DHA
1625,Go petrol pump,New Karachi - University Rd Link,Car wash,,East,Gulzar E Hijri
1626,sohail autos,V2MW+8H2, Tire shop,  0333 2125668,East,Johar
1627,Sohail Autos Car A/C,3+ years in business  V39M+HHF, Air conditioning repair service, 0300 2357927,East,Johar
1628,Soman Khan Tire Shop,"Plot A, 91", Auto repair shop,      0313 2126083,East,Gulshan
1629,Sonam Autos,"Lakhani Archade, 75290 Cantonment Graveyard Rd", Motorcycle shop, 0300 8263405,East,Johar
1630,Sound Injection,"Gulshan-e-Muhammadi, Shop no. 3, Aisha Manzil", Car stereo store,      0304 2840283,East,Gulshan
1631,Gogo Transport Service,,Car rental agency,0300 2438084,East,Gulzar E Hijri
1632,Speedy Rent A Car,PNSC Housing Complex Phase 1 Sher Shah Rd Block 15A-3, Car rental agency,(021) 36995812,Central,Nazimabad
1633,SPINZER MOTOR STORE,"107/G, MAIN Khalid Bin Walid Rd", Tire shop, (021) 34541218,East,Gulshan
1634,Spot-On Transport Service,Jauhar Chowrangi Road, Transportation service, 0336 3000418,East,Johar
1635,SS Motors,"Plot A 3/1B, 3 Nazimabad Rd", Auto bodywork mechanic, 0332 3506412,Central,Nazimabad
1636,Golden Oil & Car Wash,W3W8+HVQ ,Car wash, 0346 2566675,East,Gulzar E Hijri
1637,Standard car wash,3 Qayyumabad Circular Ave, Car wash, 0321 9217161,East,Johar
1638,"Standard Chartered SITE Area Branch, Code 119",75700 Estate Ave, Bank, (021) 32451437,Central,Nazimabad
1639,Standard Tyres,, Wheel alignment service, 0333 4599975,Central,Nazimabad
1640,Grand Tyres,"Shop# G4, Al-Asif Square, Karachi - Hyderabad Motorway",   Tire shop, 0335 3788107,East,Johar
1641,Star autos 🚘,Service Ln  In Sagheer Center, Auto parts store,,Central,Gulberg
1642,Star Car Detailing,"5+ years in business  Suite# 412, Mashrique Centre", Car wash,      0345 2091285,East,Johar
1643,STAR DETAILING PAKISTAN,c11, Car wash, 0300 8237228,East,Johar
1644,Star Lubricants & Battery,"Shop # 08, Faraz Avenue Apartments", Car battery store, 0312 2278296,East,Johar
1645,Star Rent A Car,Unnamed Road, Taxi service,0313 2212298,East,Johar
1646,Star Technologies,34-J / 11-B Jaffar Street, Software company, (021) 111 111 212,,
1647,State Life," Block 1 Gulistan-e-Johar, Karachi, Karachi City, Sindh", Insurance company,,East,Johar
1648,State Life Eastern Zone,"Shahrah-e-Faisal, Maqboolabad Society block 7/8 Umar Colony, Karachi, Karachi City, Sindh", Life insurance agency, (021) 34535760,South,
1649,State Life insurance Corporation Of Pakistan Area Office,"Office N- 22 Second Floor Korangi no 3 - 1/2 Karachi Opposite Modal Park, Phase 7 Ext Korangi, Karachi, Karachi City, Sindh", Insurance company, (021) 35059268,Korangi,
1650,State Life Insurance corporation Pakistan- building 2," Building No. 2, Wallace Rd, City Railway Colony, Karachi, Karachi City, Sindh", Insurance company, 0321 2663512,South,
1651,Street garage,1 Metroville Rd, Mechanic,,Central,Nazimabad
1652,Guddu Autos,13 Liaquatabad Rd,   Auto repair shop,,Central,Nazimabad
1653,STS Rent A Car,"Office Number UG2- Mateen Shopping Mall, Main Rashid Minhas Road Block-10 A Gulshan -e-iqbal Karachi 75300 PK، Rashid Minhas Rd", Car rental agency,      0311 1999787,East,Johar
1654,"SUBHAN AUTOS, SUZUKI",3F 19/12 near gol market, Mechanic, 0334 3580630,Central,Nazimabad
1655,Gulzar Tyre Shop,,   Auto repair shop,,Central,Nazimabad
1656,Sufi Car Detailing,,      Corporate office,0313 2095713,East,Johar
1657,Suleman Brothers,"Bahadur Shah Center, Mohan Rd", Tire shop, (021) 32725808,East,Johar
1658,Sultan bhai Alyousaf motors,Pakistan Employees Co-Operative Housing Society,Car wash,,East,Gulshan
1659,SULTAN ENTERPRISES,House No. R، 124, Car rental agency,  0314 2345096,Central,Gulberg
1660,H2O workshop,New Karachi - University Rd Link, Mechanic,      0320 2111406,East,Gulzar E Hijri
1661,Sun Shine Car Wash,Allama Rasheed Turabi Rd ,Car wash, 0322 8228222,East,Gulshan
1662,Sunny Baba Rent a Car,Godhra Rd, Car rental agency, 0312 2209342,Central,Gulberg
1663,Sunny.,Service Rd, Mechanic, 0348 2050463,Central,Nazimabad
1664,Sunshine Rent A Car,Sharah-e-Quaideen Service Rd, Car leasing service, 0321 2090100,East,Johar
1665,Suntech Car Company,5+ years in business  Lahore  In Nishat Chunian Group, Auto machine shop,,Central,Gulberg
1666,Super Autos Ahmed Market hydri block E north nazimabad,Shop 15-E ahmed market, Auto repair shop, 0331 2396675,Central,Nazimabad
1667,Super car wash,V5JV+5HC, Car wash,,East,Johar
1668,Super Car Wash Detailing & Oil Shop,"Metroville III, Al hira corner shop no 4,5 & 6 Block 1", Car detailing service, 0334 2904772,East,Johar
1669,Super care workshop,"FL 5, Block 7 Gulshan-e-Iqbal, Karachi, Karachi City, Sindh", Auto repair shop, 0300 2222990,East,Gulshan
1670,SUPER DX OFFICE,2-A-4/23 Sir Syed Collage Pedistrian Bridge, Auto parts store,0316 0259225,Central,Nazimabad
1671,SUPER HIGHWAY RENT A CAR,X6H6+3V4, Car rental agency,  0311 2605585,East,Gulshan
1672,Habib autos,W37Q+8XV, Mechanic, 0333 2338704,East,Gulzar E Hijri
1673,Super Tyre,Jigar Muradabadi Rd Jamshed Quarters Amil Colony، Sindh, Tire shop, 0315 3171149,East,Johar
1674,Super Way Autos,, Auto parts store, (021) 36326021,Central,Gulberg
1675,Hafeez Auto Electrition,New Karachi - University Rd Link, Auto air conditioning service, 0331 2379481,East,Gulzar E Hijri
1676,Suriya Motor Tyre wholesaler and Retailer,Shahra-e-Quaideen، Road, Tire shop, 0300 2136205,East,Johar
1677,Suriya Tyres,"Shop#8, sultan heights, Rashid Minhas Rd", Tire shop, 0345 2593850,East,Johar
